id,alt_store_name_catch,address_full,address_state,store_phone,store_email,business_hours_openi,business_hours_closi,averageRating,totalReviews,pincode
1765,Poranki Vijayawada,"1-262/1 Poranki Gram Sri Rama Complex, Panchayat, Tadigadapa Centre MG Road, Penamaliri Mandal, Kankipadu Sub Reg Area, Krishna District, Vijayawada, Andhra Pradesh 521137",Andhra Pradesh,8522888602,Vijayawada.poranki@lenskartstore.com,10:30 AM,09:30 PM,4.9,476,521137
999,Anakapalle,"12-1-22/5, 4 Road, Nehru Chowk, Next To Sbi Main Branch, Anakapalle, Andhra Pradesh, 531001",Andhra Pradesh,7799686827,anakapalli.andhrapradesh@lenskartstore.com,11:00 AM,09:00 PM,4.9,1172,531001
489,SRMT Mall,"Shop No 206, Ground Floor, Srmt Mall, Sarpavaram Junction, Lalitha Nagar, Besides Kamal Watch Co, Kakinada, Andhra Pradesh, 533005",Andhra Pradesh,8846794002,srmtmall.kakinada@lenskartstore.com,11:00 AM,09:30 PM,4.9,5802,533005
2284,MVP Double Road,"Ground Floor D No 1-83-47/1, New Venkojipalem, Revenue Ward 8, Srinivasa Plaza, MVP Double Road, MVP Colony, Visakhapatnam, Andhra Pradesh, 530017",Andhra Pradesh,8105325652,mvpdoubleroad.visakhapatnam@lenskartstore.com,11:00 AM,09:30 PM,,,530017
1518,Adoni,"1/54/17, Sri Ramnagar Colony, AAS College Road, Kurnool District, Adoni, Andhra Pradesh, 518301",Andhra Pradesh,8500778540,adoni02.andhrapradesh@lenskartstore.com,11:00 AM,09:00 PM,5.0,1857,518301
752,Eluru Road,"#27-1-58, Sathya Estate, Muddha Subbaiah Street, Governor Pet, Eluru Road, Near South India Shopping Mall, Vijayawada, Andhra Pradesh, 520002",Andhra Pradesh,8522888212,elururoad.vijaywada@lenskartstore.com,10:30 AM,09:30 PM,4.8,1333,520002
1274,TTD Road Nandyal,"25-695-10, Ttd Road, Srinivasa Nagar, Opposite V-Mart, Nandyal, Andhra Pradesh, 518501",Andhra Pradesh,7799622507,Nandyal.andhrapradesh@lenskartstore.com,11:00 AM,09:00 PM,4.9,2170,518501
2300,Test Store,Andmaan Nicobar,Andmaan nicobar,8810365729,test3@valyoo.in,10:00 AM,09:00 PM,,,1111111
1411,Naharlagun,"Sector A, Nh 415, Sector A, Near Blackberry Store, Naharlagun, Arunachal Pradesh, 791110",Arunachal Pradesh,8119075703,naharlagun.arunachalpradesh@lenskartstore.com,10:00 AM,09:30 PM,4.8,257,791110
1551,Baihata Chariali,"Ground Floor, Dag No 1939, Guwahati Road, Baihata Chariali, Assam, 781381",Assam,7099093705,baihatachariali.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.9,853,781381
1048,Dr. B Baruah Road,"Royal Arcade, Dr. B Barua Road, Ulubari, Guwahati, Assam, 781007",Assam,7099093703,drbbaruahroad.guwahati@lenskartstore.com,11:00 AM,09:00 PM,4.8,558,781007
1305,Lalganesh,"Ground Floor, Lokhra Road, Kalapahar, Next To Icici Kalapahar Branch, Guwahati, Assam, 781018",Assam,8472932038,lalganesh1.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.9,497,781018
795,Flagship Store Lachitnagar,"Ground Floor, Gs Road, South Sarania, Lachit Nagar, Ulubari, Near Ulubari Petrol Pump, Guwahati, Assam, 781007",Assam,8011909354,ulubari.guwahati@lenskartstore.com,11:00 AM,09:00 PM,4.7,441,781007
820,Rehabari,"Rishav Plaza, A K Azad Road, Rehabari, Beside Apollo Pharmacy, Guwahati, Assam, 781008",Assam,7099093702,rehabari.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.8,505,781008
1853,Tinsukia,"Rangagora Road, Near Ultra Lab, Tinsukia, Assam, 786125",Assam,9954871919,Tinsukia02.Assam@Lenskartstore.Com,10:00 AM,08:00 PM,4.8,251,786125
2116,Asian Palace,"Ground Floor, Asian Palace, GS Road, Ulubari Opposite People Store, Near LIC Office, Guwahati, Assam, 781007",Assam,3614062562,gsroadasianpalace.guwahati@lenskartstore.com,11:00 AM,09:00 PM,5.0,147,781007
1608,Dibrugarh,"Ground Floor, Mancotta Road, Mancotta Road, Near Thana Charali, Dibrugarh, Assam, 786001",Assam,7099093707,rkbpath1.dibrugarh@lenskartstore.com,10:30 AM,09:00 PM,4.8,445,786001
597,Silpukhuri,"Ground Floor, Gnb Road, Silpukhuri, Kamrup Metropolition, Silpukhuri, Near Lakshmi Service Station, Guwahati, Assam, 781003",Assam,9127455475,silpukhuri.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.6,380,781003
855,Zoo Road,"R G Baruah Road, Spanish Garden, Opposite State Zoo, Spanish Garden, Beside Indian Petrol Pump, Guwahati, Assam, 781003",Assam,9707827462,zooroad.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.9,600,781003
2137,Tezpur,"Ground Floor, Hotel Central Point, Opposite Tezpur Police Station, Tezpur, Assam, 784001",Assam,3712352869,civilhospitalroad.tezpur@lenskartstore.com,11:00 AM,09:00 PM,4.9,162,784001
1627,Maligaon Chariali,"Gate No 1, Maligaon Chariali, Guwahati, Assam, 781011",Assam,3614085962,guwahati.maligaon@lenskartstore.com,10:30 AM,09:00 PM,4.7,268,781011
1894,Chapaguri,"Ground Floor, Chapaguri Road, Opposite Hotel Jahnabee Regency, North Bongaigaon, Amguri, Bongaigaon, Assam, 783380",Assam,7099093712,chapaguri.bongaigaon@lenskartstore.com,10:00 AM,09:00 PM,,,783380
2154,Central Mall,"Shop No 103, Ground Floor, Central Mall, Christian Basti, G S Road, Guwahati, Assam, 781005",Assam,7099020667,centralmall.guwahati@lenskartstore.com,11:00 AM,09:00 PM,4.9,183,781005
109,Marwaripatty,"Tripal House, At Road, Marwaripatty, Near Indian Oil Petrol Pump, Nagaon, Assam, 782001",Assam,6001256491,nagaon.assam@dealskart.mobi,10:00 AM,08:30 PM,4.8,637,782001
1412,Bamunimaidan,"Ground Floor, Girish Mansion, Maniram Dewan Road, Bamunimaidan, Beside Reliance Trends, Guwahati, Assam, 781021",Assam,8011751492,bamunimaidan.guwahati@lenskartstore.com,11:00 AM,09:00 PM,4.9,540,781021
1693,Rangia,"Ground Floor & Upper Floor, Rangia Town, Mouza Panduri , P S Rangia Under Rangia Revenue Circle, District Kamrup, Guwahati, Assam, 781354",Assam,7099093710,rangia.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.9,289,781354
1453,Silchar,"N S Avenue, Silchar, Ranghirkhari, Opposite Life Line Hospital, Silchar, Assam, 788005",Assam,9435426767,Silchar.assam02@lenskartstore.com,10:30 AM,09:00 PM,4.6,438,788005
1206,NCS Adabari,"Ground Floor, Ncs Square Mall, Adabari, P O & P S Bolpur, Adabari, Guwahati, Assam, 781014",Assam,7099093704,adabarincsmall.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.8,855,781014
2234,Duliajan,"16 No Tiniali, Duliajan, Duliajan Oil Town, Dibrugarh, Assam, 786602",Assam,6002267414,duliajannsea.dibrugarh@lenskartstore.com,11:00 AM,09:00 PM,4.7,72,786602
2251,AT Road Sivasagar,"Ward No 13, Station Chariali, AT Road, Sivasagar, Assam, 785640",Assam,8761073521,atroad.sivsagar@lenskartstore.com,11:00 AM,09:00 PM,4.9,78,785640
1749,Nalbari,"Ground Floor Rouchand Complex, Ward No 8, Barama Road, Opposite DC Office, Nalbari, Assam, 781335",Assam,3624350010,nalbari.guwahati@lenskartstore.com,11:00 AM,09:00 PM,4.9,459,781335
1242,Jorhat,"Gar-Ali, Jorhat, Gar-Ali, Opposite Gar Ali Masjid, Jorhat, Assam, 785001",Assam,9387780977,jorhat.assam@lenskartstore.com,10:30 AM,09:00 PM,4.8,539,785001
496,City Centre Mall,"Shop No Ff28, First Floor, City Centre Mall, Christian Basti, Guwahati, Assam, 781005",Assam,7099093706,citycenter.guwahati@lenskartstore.com,11:00 AM,09:00 PM,4.6,576,781005
1022,Hatigaon,"Ground Floor, House No 13, Uttam Marriage Hall, Hatigaon, Hatigaon, Near Bpcl Petrol Pump, Guwahati, Assam, 781038",Assam,8453826227,hatigaon.guwahati@lenskartstore.com,11:00 AM,09:00 PM,4.7,390,781038
160,Dispur,"Ground Floor, Ld Plaza, Gs Road, Dispur, Opposite Assam Secretariat, Guwahati, Assam, 781006",Assam,6901608447,LDplazza.guwahati@lenskartstore.com,10:30 AM,09:00 PM,4.3,440,781006
1450,Tezpur,"Style Bazar Building, Mahidhar Borah Road, Mahidhar Borah Road, Opposite Eidgah, Tezpur, Assam, 784001",Assam,6913143530,tezpur02.assam@lenskartstore.com,10:00 AM,08:30 PM,4.8,163,784001
1537,Khagaul Road,"Ground Floor, Khagaul Road, Anisabad, Opposite Mausam Vibhag, Patna, Bihar, 800002",Bihar,6124144511,khagaulroad.patna@lenskartstore.com,10:30 AM,08:30 PM,4.8,489,800002
2310,Gola Road,"Gola Road, Mouza Danapur, Near V Mart, Shehzadpur Bank Colony Road, Pargana Phulwari, Thana Danapur Sadar Registry, Patna, Bihar, 801503",Bihar,6124148097,golaroad.patna@lenskartstore.com,10:30 AM,08:30 PM,5.0,1,801503
1035,Ashok Rajpath,"Ground Floor, Ashok Rajpath, Near Pmch Gate Number 2, Ashok Rajpath, Opposite Bihar Youth Men'S Institute, Patna, Bihar, 800004",Bihar,6124144509,ashokrajpath.patna@lenskartstore.com,10:30 AM,08:30 PM,4.6,773,800004
1805,Jamui,"Ground Floor, AAS Hotal, kachari Road, Jamui, Bihar, 811307",Bihar,6345222028,amui02.bihar@lenskartstore.com,10:30 AM,08:30 PM,4.9,299,811307
1038,Bettiah,"Banuchapar, N H 28, Supriya Cinema Road, West Champaran, Near St. Joseph School, Bettiah, Bihar, 845438",Bihar,9934025050,bettiah.bihar@lenskartstore.com,10:00 AM,08:00 PM,4.8,677,845438
1041,Kurji Road,"Circle 247B, Holding 817A/2, Patliputra Circle, Ward 22B, Kurji Road, Kurji Road, Opposite Rbi Quarter, Patna, Bihar, 800010",Bihar,6124143439,KURJIROAD.PATNA@LENSKART.COM,10:30 AM,08:30 PM,4.9,1094,800010
38,West Boring Canal Road,"Shop No 22, Jagdish Lok Apartment, , West Boring Canal Road, Near Harilal'S Sweets, Patna, Bihar, 800001",Bihar,9835304449,nsoenterprises.patna@lenskart.mobi,11:00 AM,09:00 PM,4.6,953,800001
1336,Samastipur,"Main Road, Mohanpur, Mohanpur, Near Reliance Trends, Samastipur, Bihar, 848101",Bihar,8340407304,samastipur.bihar@lenskartstore.com,10:00 AM,08:00 PM,4.9,726,848101
59,Dakbunglow Road,"Shop No 143, Ground Floor, Block C, Mauryalok Complex, Dak Bunglow Road, Near Police Station Kotwali, Patna, Bihar, 800001",Bihar,9905088853,mauryalok.patna@lenskart.mobi,10:30 AM,09:00 PM,4.8,1069,800001
1097,Laheriasarai,"Laheriasarai Tower, Vip Road , Laheriasarai, Opposite Petrol Pump, Darbhanga, Bihar, 846001",Bihar,8864026032,laheriasarai.bihar@lenskartstore.com,10:30 AM,09:00 PM,4.9,762,846001
85,Kankarbagh,"Sn 4, Moti Mansion Apartment, Road No 2, Pc Colony, Kankarbagh, Opposite Apollo Trauma Centre, Patna, Bihar, 800020",Bihar,6122356488,kankarbagh.patna@lenskart.mobi,11:00 AM,09:00 PM,4.2,737,800020
1109,Ashiana,"Ground Floor, Khata No 708, Ashiana Digha Road, Near Passport Office , Beside Aditya Vision, Patna, Bihar, 800014",Bihar,6124001101,ashianaroad.patna@lenskartstore.com,10:30 AM,08:30 PM,4.8,700,800014
1121,Saguna More,"Saguna More, Khagaul Road, Front of Panache Banquet, Patna, Bihar, 801503",Bihar,6124060267,sagunamore.patna@lenskartstore.com,10:30 AM,08:30 PM,4.8,1029,801503
614,Gaya Bihar,"House No Gm001/1374, Ward No 22, Gb Road, Near Zila School, Gb Road, In Front Of Mvi Office, Gaya, Bihar, 823001",Bihar,6312950362,gayamainroad.bihar@lenskartstore.com,10:30 AM,08:30 PM,4.8,295,823001
886,Arrah,"Ground Floor, Krishn Kutri, Pakri, Katira More Road, Bhojpur, Arrah, Near Aditya Vision, Arrah, Bihar, 802301",Bihar,6299250100,arrah.bihar@lenskartstore.com,10:30 AM,09:00 PM,4.9,451,802301
893,Hajipur,"Khata No 476, Khesra No 693, Anwapur Chowk, Cinema Road, Hajipur, Bihar, 844101",Bihar,7004864745,hajipur.bihar@lenskartstore.com,10:00 AM,08:30 PM,4.9,815,844101
138,RN Shaw Chowk,"Hotel Holiday International, Shiv Shakti Enterprises, Rn Shaw Chowk, Opposite Roopbani Cinema, Purnia, Bihar, 854301",Bihar,8709504294,bihar.purnia@lenskartstore.com,10:30 AM,08:30 PM,4.5,292,854301
2187,Sampatchak,"Ground Floor, Gopalpur Thana, Near Reliance Trends, Sampatchak, Patna, Bihar, 800007",Bihar,8071290154,sampatchowk.patna@lenskartstore.com,10:00 AM,08:00 PM,4.9,72,800007
157,Nala Road,"R K Avenue, Nala Road, Near Durga Mandir, Patna, Bihar, 800004",Bihar,6207606797,nalaroad.patna@lenskartstore.com,11:00 AM,09:00 PM,4.7,461,800004
1187,Rajeev Nagar,"Shyam Smirti Enclave, Rajeev Nagar, Near V Mart, Patna, Bihar, 800024",Bihar,6124001198,rajeevnagar.patna@lenskartstore.com,10:30 AM,08:30 PM,4.9,463,800024
165,Raja Bazar,"Shop No 4, Ground Floor, Rk Estate, Pillar 62, Raja Bazar, Opposite Igims, Patna, Bihar, 800014",Bihar,6123171903,rajabazar.patna@lenskartstore.com,10:30 AM,09:00 PM,4.7,603,800014
688,Motihari,"Bank Road, Chhatauni, Mega Mall, Rajendra Nagar, Motihari, Chhatauni, In Front Of Rehman Hospital, Champaran, Bihar, 845401",Bihar,6252296222,motihari.bihar@lenskartstore.com,10:00 AM,08:00 PM,4.9,1091,845401
183,"Club Road, Muzaffarpur","Savita Complex, Mithanpura, Club Road, Ramna, Mithanpura, Opposite Mddm College, Muzaffarpur, Bihar, 842002",Bihar,8544636991,clubroad.muzaffarpur@lenskartstore.com,10:30 AM,08:30 PM,4.8,901,842002
1467,Buxar,"Main Road Chowk, Thatheri Bazar, Near Reliance Trends, Buxar, Bihar, 802101",Bihar,6203252945,buxar.bihar@lenskartstore.com,10:30 AM,08:30 PM,4.9,788,802101
197,Khaliphabag Chowk,"Shop No G5, Anshi Series City Complex, , Khaliphabag Chowk, Near Police Station Kotwali, Bhagalpur, Bihar, 812001",Bihar,8544636992,drpr.bhagalpur@lenskartstore.com,10:30 AM,08:30 PM,4.9,1552,812001
1487,Anisabad,"Sumaya Residency, Ground Floor, Shop Bearing Nos G2 And G3, Khagaul Road, Phulwarisharif, Near Mahavir Institute And Research Centre, Patna, Bihar, 801505",Bihar,6124073423,anisabad02.bihar@lenskartstore.com,10:30 AM,08:30 PM,4.9,359,801505
1491,Aurangabad,"Mg Road, Near Bank Of India, Mg Road, Aurangabad, Bihar, 824101",Bihar,6186469041,aurangabad01.bihar@lenskartstore.com,10:30 AM,08:30 PM,4.9,452,824101
2273,Phulwarisharif,"Ground Floor, Opposite Citycart, Golamber, Phulwarisharif, Patna, Bihar, 801505",Bihar,6124148098,phulwarisharif.patna@lenskartstore.com,10:30 AM,08:30 PM,4.9,90,801505
